"Matrix","nitrogen","oxygen","ph","phosphorus","temperature","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium","Season01","Month","Seasonr","PercHighIntens","PercAgri","Region"
"water","*","8.6","7.66","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.41","7.82","*","24.7","*","*","*","*","31.2","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.16","8.27","*","14.3","*","*","*","*","30.01","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","2.605","5.25","7.28","0.389","9","*","*","*","*","*","*","wet","2","wet","0.557554028377577","77.3952613874278","North"
"water","*","6.6","7.04","*","24","*","*","*","*","*","*","wet","2","wet","0.557554028377577","77.3952613874278","North"
"water","0.7","12.9","7.5","0.12","10.7","91","154","0.2","0.0076","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.31","13.2","7.5","0.099","10.7","76","150","0.2","0.0062","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.39","7.56","7.34","0.23","13.2","41","*","*","*","*","*","wet","2","wet","0.557554028377577","77.3952613874278","North"
"water","8.4","8.95","7.53","0.45","15.7","2","*","*","*","*","*","wet","2","wet","0.557554028377577","77.3952613874278","North"
"water","3.8","7.3","7.17","0.43","16.9","25","*","*","*","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.675","*","7.5","0.125","12.6","19.3","*","*","0.01","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","0.895","*","7.5","0.065","12.4","12.3","*","*","0.02","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.84","*","7.6","0.131","12.8","23.4","*","*","0.02","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.635","*","7.6","0.131","12.9","22.3","*","*","0.01","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.615","*","7.7","0.094","13","25.8","*","*","0.01","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","0.73","*","7.9","0.222","13","39.7","*","*","0.01","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","0.84","*","7.6","0.18","12.7","58.5","*","*","0.01","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","0.805","*","7.7","0.425","12.6","84.1","*","*","0.02","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","0.65","*","7.6","0.063","13","12.7","*","*","0.01","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.54","*","7.6","0.094","12.4","16.4","*","*","0.01","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.6","*","7.5","0.062","12.3","22","*","*","0","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.43","*","7.6","0.044","11.4","27.7","*","*","0","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.465","*","7.7","0.134","11.7","35.3","*","*","0.01","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","1.505","*","8.1","0.085","12.1","25.9","*","*","0.03","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","1.24","*","8.2","0.072","12.2","31.9","*","*","0.02","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","2.135","*","7.6","0.137","12.7","20.7","*","*","0.03","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","1.525","6.48","6.88","0.351","11.1","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.5","7.47","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","3.965","7.19","6.68","0.278","11.9","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.9","7.18","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","0.865","9.02","7.4","0.131","11","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.4","7.69","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","0.735","*","7.6","0.128","12.7","15.1","*","*","0.02","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.655","*","7.7","0.073","12.2","19.1","*","*","0.02","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.68","*","7.5","0.072","12.4","22","*","*","0.02","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","1.62","7.4","7.3","0.304","11.7","*","*","*","*","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","*","8","7.7","*","24","*","*","*","*","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","4.115","4.34","6.81","0.152","11.4","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","10","7.99","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","5.135","4.04","*","0.226","11.1","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.4","7.2","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","2.645","6.78","7.18","2.5","11.6","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","7.65","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","3.085","7.23","7.33","0.325","10.9","*","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.4","7.21","*","24","*","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","3.725","7.02","6.74","0.337","11.4","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.2","7.37","*","15.4","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","7.06","4.2","6.57","0.198","11.1","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","10.1","8.18","*","25","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","4.445","5.17","7.09","0.673","12.4","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.87","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","6.72","7.52","7.27","0.186","9.1","*","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","9.4","7.42","*","25","*","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.3","7.59","*","26","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.605","10.53","7.21","0.24","15.15","15","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","2.755","5.08","6.71","0.149","13.6","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","7.85","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","5.57","3.46","6.39","0.3","13.5","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.7","7.63","*","25","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","1.45","7.03","7.44","0.14","12.65","6.1","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.43","*","26","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.695","5.94","7.51","0.23","12.28","22","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.2","7.3","*","26","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","4.165","6.51","7.05","0.76","12.5","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.9","7.93","*","16.3","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.33","8.62","7.65","0.25","12.5","27","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","5.4","9.37","8.07","0.46","14.1","3.2","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","3","8.26","7.15","0.38","16.4","20","*","*","*","*","*","wet","3","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","3.12","11.04","8.26","0.19","14.56","2.6","*","*","*","*","*","wet","3","wet","2.99070155978253","76.522191638251","South"
"water","*","6.2","7.44","*","26","*","*","*","*","*","*","wet","3","wet","2.99070155978253","76.522191638251","South"
"water","*","9.36","7.65","*","13.22","*","*","0.495","0.012","0.13","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.35","7.7","*","13.21","*","*","0.476","0.011","0.13","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.55","7.73","*","13.13","*","*","0.537","0.021","1.85","*","wet","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.36","7.74","*","13.17","*","*","0.512","0.015","0.24","*","wet","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.35","7.72","*","13.54","*","*","0.509","0.018","0.66","*","wet","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.16","7.7","*","13.53","*","*","0.502","0.021","1.62","*","wet","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","1.565","6.24","6.8","0.177","14.3","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","8.03","*","17","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","3.23","6.12","6.66","0.361","14.8","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","10.1","7.77","*","25","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","1.205","13.78","7.95","0.235","15","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.7","7.95","*","24","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.82","7.66","*","14.44","*","*","0.505","0.017","0.91","*","dry","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.93","7.6","*","14.47","*","*","0.502","0.014","0.3","*","dry","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.16","7.62","*","14.81","*","*","0.492","0.024","6.5","*","dry","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.66","7.63","*","15.53","*","*","0.51","0.023","2.66","*","dry","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","8.83128694861301","7.65","*","14.82","*","*","0.509","0.022","3.62","*","dry","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.71","7.65","*","14.63","*","*","0.514","0.023","3.22","*","dry","3","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.2","7.92","*","14.76","*","*","0.471","0.0161","0.46","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.94042746703047","7.91","*","14.37","*","*","0.403","0.0139","0.18","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.78581173260573","7.4","*","14.49","*","*","0.522","0.0251","3.46","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.34970441109595","7.98","*","16","*","*","0.49","0.0179","1.09","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.53","7.91","*","14.48","*","*","0.512","0.0209","2.38","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","8.86766712141883","7.87","*","14.06","*","*","0.509","0.0244","2.83","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","6.1","8.11","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.49","7.32","*","12.28","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.4","7.63","*","25","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.665","9.25","7.21","0.2","16.46","32","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","1.18","6.45","7.62","0.18","16.6","4.8","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.4","7.32","*","25","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.93","6.04","7.7","0.31","11.14","18","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.1","7.99","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.92","9.11","7.56","0.2","20.8","6.3","*","*","*","*","*","wet","4","wet","2.99070155978253","76.522191638251","South"
"water","*","8.2","8.83","*","25","*","*","*","*","*","*","wet","4","wet","2.99070155978253","76.522191638251","South"
"water","*","8.82219190541155","7.9","*","14.16","*","*","0.418","0.012","0.3","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.6","7.82","*","14.14","*","*","0.369","0.0104","0.14","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.48567530695771","7.8","*","14.18","*","*","0.458","0.022","7.85","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","10.05","7.95","*","14.37","*","*","0.426","0.0137","1.62","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.64","7.86","*","14.66","*","*","0.454","0.0182","4.51","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.77","7.89","*","14.58","*","*","0.465","0.0176","3.83","*","wet","4","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","8","8.37","*","21.8","*","*","*","*","*","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8","8.1","*","21.7","*","*","*","*","*","*","wet","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","14.9","8.19","*","15.3","20.8","*","*","*","*","*","wet","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","14.6","8.33","*","16.4","25.8","*","*","*","*","*","wet","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","8","8.15","*","21.6","*","*","*","*","*","*","wet","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","6.9","8.29","*","21.5","*","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","14.6","7.7","*","13.4","16.8","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7","7.63","*","24.5","*","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","12.6","7.68","*","13.1","129.3","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","6.7","8.25","*","21.8","*","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","11.6","7.74","*","13.9","161.7","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
